gene_id	sample_1	sample_2	status	value_1	value_2	log2_fold_change	test_stat	p_value	q_value	significant	gene_short_name
XLOC_028704	glu	noglu	OK	30.8954	8.47699	-1.86577	3.67917	0.000233994	0.0150591	yes	T02E9.5
XLOC_029491	glu	noglu	OK	22.5728	51.5909	1.19253	-3.67247	0.000240219	0.0153297	yes	C29F3.7
XLOC_005694	glu	noglu	OK	101.63	58.9073	-0.786803	3.67238	0.000240297	0.0153297	yes	tag-10
XLOC_027246	glu	noglu	OK	4.72551	1.24953	-1.91908	3.66939	0.000243129	0.0154429	yes	Y45G12C.1
XLOC_013902	glu	noglu	OK	3.61559	0.895823	-2.01295	3.65909	0.000253111	0.0159565	yes	C10C5.2
XLOC_027455	glu	noglu	OK	7.60753	1.87515	-2.02042	3.6588	0.000253399	0.0159565	yes	K09D9.1
XLOC_038141	glu	noglu	OK	7.5693	2.53259	-1.57955	3.64815	0.000264135	0.0165612	yes	F48E3.6
XLOC_031905	glu	noglu	OK	93.4341	38.6436	-1.27372	3.64138	0.000271179	0.0169302	yes	hsp-16.1
XLOC_029993	glu	noglu	OK	10.368	3.87737	-1.41898	3.63105	0.000282272	0.017525	yes	F59A1.10
XLOC_032475	glu	noglu	OK	25.2198	13.1538	-0.939075	3.63029	0.000283106	0.017525	yes	tre-3
XLOC_039241	glu	noglu	OK	98.7616	42.7702	-1.20735	3.62587	0.000287995	0.0177524	yes	nspc-18
XLOC_007879	glu	noglu	OK	20.047	63.3261	1.65941	-3.6214	0.000293009	0.0179856	yes	nspe-1
XLOC_019120	glu	noglu	OK	12.9937	4.53198	-1.51959	3.6047	0.000312515	0.0191026	yes	C52D10.3
XLOC_030319	glu	noglu	OK	5.24546	1.70716	-1.61947	3.58327	0.000339325	0.020655	yes	M162.5
XLOC_002353	glu	noglu	OK	81.1436	137.618	0.762115	-3.57974	0.000343936	0.0208445	yes	klp-15
XLOC_035342	glu	noglu	OK	23.6751	10.9185	-1.11659	3.57871	0.000345292	0.0208445	yes	sto-1
XLOC_019318	glu	noglu	OK	3.28593	9.89991	1.59111	-3.57575	0.00034922	0.0209949	yes	K11H12.4
XLOC_030639	glu	noglu	OK	2.45351	0.645745	-1.92581	3.56642	0.000361896	0.0216678	yes	oac-31
XLOC_033828	glu	noglu	OK	859.704	1725.05	1.00473	-3.56519	0.000363592	0.0216805	yes	asp-1
XLOC_004936	glu	noglu	OK	38.4078	20.5868	-0.899679	3.55232	0.000381857	0.022677	yes	DH11.2
XLOC_027125	glu	noglu	OK	21.4328	5.05431	-2.08423	3.52789	0.000418889	0.0247335	yes	hsp-16.41
XLOC_019651	glu	noglu	OK	0.38477	4.71312	3.61461	-3.52727	0.000419872	0.0247335	yes	F49F1.5
XLOC_014168	glu	noglu	OK	6.1315	16.8054	1.45461	-3.52249	0.000427517	0.0250827	yes	ZK596.1
XLOC_027454	glu	noglu	OK	7.96598	3.15629	-1.33562	3.50468	0.000457163	0.0267148	yes	cyp-35A3
XLOC_008675	glu	noglu	OK	40.1486	20.6299	-0.960609	3.4988	0.000467354	0.0272015	yes	nex-3
XLOC_007056	glu	noglu	OK	369.032	201.932	-0.869877	3.49514	0.000473813	0.027468	yes	E04F6.8
XLOC_004714	glu	noglu	OK	3.69147	0.944358	-1.96679	3.47699	0.000507078	0.0292803	yes	dpy-2
XLOC_030812	glu	noglu	OK	3.53929	6.62732	0.904964	-3.4629	0.000534393	0.030736	yes	ketn-1
XLOC_039228	glu	noglu	OK	464.92	266.28	-0.804037	3.45777	0.000544671	0.0312043	yes	F23D12.11
XLOC_013979	glu	noglu	OK	66.1078	112.928	0.772517	-3.4542	0.000551925	0.0314964	yes	fat-3
XLOC_031464	glu	noglu	OK	5.25263	1.88973	-1.47486	3.44465	0.000571799	0.0325035	yes	K11G9.5
XLOC_022392	glu	noglu	OK	196.92	105.7	-0.897643	3.4407	0.000580215	0.0328541	yes	Y45F10C.4
XLOC_028481	glu	noglu	OK	4.66587	1.38691	-1.75028	3.42986	0.000603886	0.0340624	yes	B0024.4
XLOC_037785	glu	noglu	OK	16.1809	7.4774	-1.11368	3.42412	0.000616802	0.0346571	yes	T22B7.7
XLOC_033568	glu	noglu	OK	3.28658	0.625697	-2.39305	3.42165	0.000622414	0.0348385	yes	K10G4.3
XLOC_028121	glu	noglu	OK	2.4133	7.11033	1.55891	-3.41771	0.000631507	0.0352126	yes	clec-218
XLOC_028103	glu	noglu	OK	71.7788	36.2912	-0.983936	3.40761	0.000655339	0.0364025	yes	cri-2
XLOC_005628	glu	noglu	OK	116.193	196.487	0.757907	-3.4046	0.000662605	0.0366666	yes	clec-65
XLOC_031462	glu	noglu	OK	4.46303	1.06581	-2.06608	3.40302	0.000666446	0.03674	yes	egl-46
XLOC_037065	glu	noglu	OK	1.8852	0.638797	-1.56129	3.39177	0.000694433	0.038139	yes	igcm-1
XLOC_013647	glu	noglu	OK	18.2629	8.86864	-1.04213	3.38871	0.000702234	0.038423	yes	21ur-14273,nhr-8
XLOC_031042	glu	noglu	OK	11.4447	23.2395	1.0219	-3.38341	0.000715925	0.0390259	yes	cyp-34A8
XLOC_030562	glu	noglu	OK	126.098	232.374	0.881901	-3.37991	0.000725109	0.0393796	yes	gei-7
XLOC_006535	glu	noglu	OK	5.56125	12.6772	1.18875	-3.37065	0.000749903	0.0405753	yes	bcmo-2
XLOC_006376	glu	noglu	OK	0.141631	1.26908	3.16357	-3.36416	0.000767762	0.0413883	yes	clec-3
XLOC_030032	glu	noglu	OK	6.34269	2.1397	-1.56769	3.35559	0.000791948	0.0425352	yes	fbxa-157
XLOC_034923	glu	noglu	OK	17.3806	30.1514	0.794744	-3.35438	0.000795429	0.0425656	yes	dpyd-1
XLOC_005535	glu	noglu	OK	53.7836	27.4637	-0.969639	3.3508	0.000805797	0.0429631	yes	Y57A10A.23
XLOC_008036	glu	noglu	OK	11.3443	29.1541	1.36173	-3.34931	0.000810118	0.0430364	yes	F01D5.5
XLOC_006116	glu	noglu	OK	2.67539	0.489618	-2.45002	3.34703	0.000816818	0.0431944	yes	bath-26
XLOC_004459	glu	noglu	OK	7.52773	2.60893	-1.52876	3.34629	0.000819006	0.0431944	yes	EEED8.2
XLOC_037948	glu	noglu	OK	9.07164	2.52165	-1.847	3.34402	0.000825731	0.0433925	yes	K10C2.7
XLOC_037114	glu	noglu	OK	25.6058	10.1497	-1.33504	3.3378	0.000844441	0.0442166	yes	ttr-37
XLOC_007054	glu	noglu	OK	6.88175	2.50194	-1.45973	3.32538	0.000882978	0.0460694	yes	dhs-7
XLOC_003508	glu	noglu	OK	25.7071	4.56932	-2.49211	3.32243	0.000892385	0.0463268	yes	C37A5.3
XLOC_002597	glu	noglu	OK	7.97762	16.7832	1.07299	-3.32184	0.000894254	0.0463268	yes	dhp-1
XLOC_012048	glu	noglu	OK	105.21	50.2712	-1.06547	3.31737	0.000908696	0.0469086	yes	F15E6.3
XLOC_034772	glu	noglu	OK	13.3936	25.0178	0.901411	-3.31616	0.000912636	0.0469103	yes	amt-4
XLOC_032162	glu	noglu	OK	10.5967	5.04165	-1.07165	3.3147	0.000917423	0.0469103	yes	Y32F6B.1
XLOC_037903	glu	noglu	OK	28.7613	53.8196	0.904	-3.31352	0.000921289	0.0469103	yes	bca-1
XLOC_001289	glu	noglu	OK	18.1569	41.5726	1.19511	-3.31266	0.000924146	0.0469103	yes	clec-97
XLOC_001832	glu	noglu	OK	253.498	1597.71	2.65596	-3.31246	0.000924784	0.0469103	yes	rrn-1.2
XLOC_035231	glu	noglu	OK	1.47132	0.289435	-2.3458	3.30822	0.000938905	0.0474618	yes	ugt-57
XLOC_027419	glu	noglu	OK	23.1178	5.66959	-2.02768	3.30374	0.00095403	0.0480601	yes	nhr-156,nhr-284
XLOC_003507	glu	noglu	OK	5.12032	0.905604	-2.49928	3.30144	0.00096191	0.0482905	yes	fipr-23
XLOC_002618	glu	noglu	OK	64.0931	109.467	0.772251	-3.29675	0.000978104	0.0489354	yes	unc-15
